unit,sex,age,region,year,value
YR,T,Y28,AT,1984,47.7
YR,T,Y29,AT,1984,46.8
YR,T,Y3,AT,1984,71.8
YR,T,Y30,AT,1984,45.8
YR,T,Y31,AT,1984,44.8
YR,T,Y32,AT,1984,43.9
YR,T,Y33,AT,1984,42.9
YR,T,Y34,AT,1984,42.0
YR,T,Y35,AT,1984,41.1
YR,T,Y36,AT,1984,40.1
YR,T,Y37,AT,1984,39.2
YR,T,Y38,AT,1984,38.3
YR,T,Y39,AT,1984,37.3
YR,T,Y4,AT,1984,70.8
YR,T,Y40,AT,1984,36.4
YR,T,Y41,AT,1984,35.5
YR,T,Y42,AT,1984,34.6
YR,T,Y43,AT,1984,33.7
YR,T,Y44,AT,1984,32.8
YR,T,Y45,AT,1984,31.9
YR,T,Y46,AT,1984,31.0
YR,T,Y47,AT,1984,30.1
YR,T,Y48,AT,1984,29.2
YR,T,Y49,AT,1984,28.3
YR,T,Y5,AT,1984,69.9
YR,T,Y50,AT,1984,27.5
YR,T,Y51,AT,1984,26.6
YR,T,Y52,AT,1984,25.8
YR,T,Y53,AT,1984,25.0
YR,T,Y54,AT,1984,24.2
YR,T,Y55,AT,1984,23.3
YR,T,Y56,AT,1984,22.5
YR,T,Y57,AT,1984,21.7
YR,T,Y58,AT,1984,20.9
YR,T,Y59,AT,1984,20.1
YR,T,Y6,AT,1984,68.9
YR,T,Y60,AT,1984,19.4
YR,T,Y61,AT,1984,18.6
YR,T,Y62,AT,1984,17.8
YR,T,Y63,AT,1984,17.1
YR,T,Y64,AT,1984,16.4
YR,T,Y65,AT,1984,15.7
YR,T,Y66,AT,1984,14.9
YR,T,Y67,AT,1984,14.2
YR,T,Y68,AT,1984,13.5
YR,T,Y69,AT,1984,12.8
YR,T,Y7,AT,1984,67.9
YR,T,Y70,AT,1984,12.2
YR,T,Y71,AT,1984,11.5
YR,T,Y72,AT,1984,10.9
YR,T,Y73,AT,1984,10.3
YR,T,Y74,AT,1984,9.7
YR,T,Y75,AT,1984,9.2
YR,T,Y76,AT,1984,8.6
YR,T,Y77,AT,1984,8.1
YR,T,Y78,AT,1984,7.6
YR,T,Y79,AT,1984,7.2
YR,T,Y8,AT,1984,66.9
YR,T,Y80,AT,1984,6.7
YR,T,Y81,AT,1984,6.3
YR,T,Y82,AT,1984,5.9
YR,T,Y83,AT,1984,5.6
YR,T,Y84,AT,1984,5.3
YR,T,Y9,AT,1984,65.9
YR,T,Y_GE85,AT,1984,4.9
YR,T,Y_LT1,AT,1984,73.9
YR,F,Y1,AT,1983,76.4
YR,F,Y10,AT,1983,67.6
YR,F,Y11,AT,1983,66.6
YR,F,Y12,AT,1983,65.7
YR,F,Y13,AT,1983,64.7
YR,F,Y14,AT,1983,63.7
YR,F,Y15,AT,1983,62.7
YR,F,Y16,AT,1983,61.7
YR,F,Y17,AT,1983,60.8
YR,F,Y18,AT,1983,59.8
YR,F,Y19,AT,1983,58.8
YR,F,Y2,AT,1983,75.5
YR,F,Y20,AT,1983,57.9
YR,F,Y21,AT,1983,56.9
YR,F,Y22,AT,1983,55.9
YR,F,Y23,AT,1983,54.9
YR,F,Y24,AT,1983,54.0
YR,F,Y25,AT,1983,53.0
YR,F,Y26,AT,1983,52.0
YR,F,Y27,AT,1983,51.0
YR,F,Y28,AT,1983,50.1
YR,F,Y29,AT,1983,49.1
YR,F,Y3,AT,1983,74.5
YR,F,Y30,AT,1983,48.1
YR,F,Y31,AT,1983,47.2
YR,F,Y32,AT,1983,46.2
YR,F,Y33,AT,1983,45.2
YR,F,Y34,AT,1983,44.3
YR,F,Y35,AT,1983,43.3
YR,F,Y36,AT,1983,42.3
YR,F,Y37,AT,1983,41.4
YR,F,Y38,AT,1983,40.4
YR,F,Y39,AT,1983,39.5
YR,F,Y4,AT,1983,73.5
YR,F,Y40,AT,1983,38.5
YR,F,Y41,AT,1983,37.6
YR,F,Y42,AT,1983,36.7
YR,F,Y43,AT,1983,35.7
YR,F,Y44,AT,1983,34.8
YR,F,Y45,AT,1983,33.9
YR,F,Y46,AT,1983,32.9
YR,F,Y47,AT,1983,32.0
YR,F,Y48,AT,1983,31.1
YR,F,Y49,AT,1983,30.2
YR,F,Y5,AT,1983,72.5
YR,F,Y50,AT,1983,29.3
YR,F,Y51,AT,1983,28.4
YR,F,Y52,AT,1983,27.5
YR,F,Y53,AT,1983,26.6
YR,F,Y54,AT,1983,25.8
YR,F,Y55,AT,1983,24.9
YR,F,Y56,AT,1983,24.0
YR,F,Y57,AT,1983,23.2
YR,F,Y58,AT,1983,22.3
YR,F,Y59,AT,1983,21.5
YR,F,Y6,AT,1983,71.6
YR,F,Y60,AT,1983,20.6
YR,F,Y61,AT,1983,19.8
YR,F,Y62,AT,1983,19.0
YR,F,Y63,AT,1983,18.2
YR,F,Y64,AT,1983,17.4
YR,F,Y65,AT,1983,16.6
YR,F,Y66,AT,1983,15.8
YR,F,Y67,AT,1983,15.0
YR,F,Y68,AT,1983,14.2
YR,F,Y69,AT,1983,13.5
YR,F,Y7,AT,1983,70.6
YR,F,Y70,AT,1983,12.8
YR,F,Y71,AT,1983,12.0
YR,F,Y72,AT,1983,11.3
YR,F,Y73,AT,1983,10.7
YR,F,Y74,AT,1983,10.0
YR,F,Y75,AT,1983,9.4
YR,F,Y76,AT,1983,8.8
YR,F,Y77,AT,1983,8.3
YR,F,Y78,AT,1983,7.7
YR,F,Y79,AT,1983,7.2
YR,F,Y8,AT,1983,69.6
YR,F,Y80,AT,1983,6.7
YR,F,Y81,AT,1983,6.3
YR,F,Y82,AT,1983,5.9
YR,F,Y83,AT,1983,5.5
YR,F,Y84,AT,1983,5.1
YR,F,Y9,AT,1983,68.6
YR,F,Y_GE85,AT,1983,4.8
YR,F,Y_LT1,AT,1983,76.7
YR,M,Y1,AT,1983,69.5
YR,M,Y10,AT,1983,60.7
YR,M,Y11,AT,1983,59.7
YR,M,Y12,AT,1983,58.7
YR,M,Y13,AT,1983,57.8
YR,M,Y14,AT,1983,56.8
YR,M,Y15,AT,1983,55.8
YR,M,Y16,AT,1983,54.8
YR,M,Y17,AT,1983,53.9
YR,M,Y18,AT,1983,52.9
YR,M,Y19,AT,1983,52.1
YR,M,Y2,AT,1983,68.6
YR,M,Y20,AT,1983,51.2
YR,M,Y21,AT,1983,50.3
YR,M,Y22,AT,1983,49.3
YR,M,Y23,AT,1983,48.4
YR,M,Y24,AT,1983,47.5
YR,M,Y25,AT,1983,46.6
YR,M,Y26,AT,1983,45.7
YR,M,Y27,AT,1983,44.7
YR,M,Y28,AT,1983,43.8
YR,M,Y29,AT,1983,42.9
YR,M,Y3,AT,1983,67.6
YR,M,Y30,AT,1983,41.9
YR,M,Y31,AT,1983,41.0
YR,M,Y32,AT,1983,40.1
YR,M,Y33,AT,1983,39.1
YR,M,Y34,AT,1983,38.2
YR,M,Y35,AT,1983,37.3
YR,M,Y36,AT,1983,36.3
YR,M,Y37,AT,1983,35.4
YR,M,Y38,AT,1983,34.5
YR,M,Y39,AT,1983,33.6
YR,M,Y4,AT,1983,66.6
YR,M,Y40,AT,1983,32.7
YR,M,Y41,AT,1983,31.8
YR,M,Y42,AT,1983,30.9
YR,M,Y43,AT,1983,30.0
YR,M,Y44,AT,1983,29.2
YR,M,Y45,AT,1983,28.3
YR,M,Y46,AT,1983,27.4
YR,M,Y47,AT,1983,26.6
YR,M,Y48,AT,1983,25.7
YR,M,Y49,AT,1983,24.9
YR,M,Y5,AT,1983,65.6
YR,M,Y50,AT,1983,24.1
YR,M,Y51,AT,1983,23.2
YR,M,Y52,AT,1983,22.4
YR,M,Y53,AT,1983,21.7
YR,M,Y54,AT,1983,20.9
YR,M,Y55,AT,1983,20.1
YR,M,Y56,AT,1983,19.4
YR,M,Y57,AT,1983,18.6
YR,M,Y58,AT,1983,17.9
YR,M,Y59,AT,1983,17.2
YR,M,Y6,AT,1983,64.6
YR,M,Y60,AT,1983,16.5
YR,M,Y61,AT,1983,15.8
YR,M,Y62,AT,1983,15.1
YR,M,Y63,AT,1983,14.4
YR,M,Y64,AT,1983,13.8
YR,M,Y65,AT,1983,13.1
YR,M,Y66,AT,1983,12.5
YR,M,Y67,AT,1983,11.9
YR,M,Y68,AT,1983,11.2
YR,M,Y69,AT,1983,10.7
YR,M,Y7,AT,1983,63.7
YR,M,Y70,AT,1983,10.1
YR,M,Y71,AT,1983,9.5
YR,M,Y72,AT,1983,9.0
YR,M,Y73,AT,1983,8.5
YR,M,Y74,AT,1983,8.0
YR,M,Y75,AT,1983,7.5
YR,M,Y76,AT,1983,7.1
YR,M,Y77,AT,1983,6.7
YR,M,Y78,AT,1983,6.3
YR,M,Y79,AT,1983,5.9
YR,M,Y8,AT,1983,62.7
YR,M,Y80,AT,1983,5.6
YR,M,Y81,AT,1983,5.2
YR,M,Y82,AT,1983,5.0
YR,M,Y83,AT,1983,4.7
YR,M,Y84,AT,1983,4.4
YR,M,Y9,AT,1983,61.7
YR,M,Y_GE85,AT,1983,4.2
YR,M,Y_LT1,AT,1983,69.5
YR,T,Y1,AT,1983,73.1
YR,T,Y10,AT,1983,64.4
YR,T,Y11,AT,1983,63.4
YR,T,Y12,AT,1983,62.4
YR,T,Y13,AT,1983,61.4
YR,T,Y14,AT,1983,60.4
YR,T,Y15,AT,1983,59.4
YR,T,Y16,AT,1983,58.5
YR,T,Y17,AT,1983,57.5
YR,T,Y18,AT,1983,56.6
YR,T,Y19,AT,1983,55.6
YR,T,Y2,AT,1983,72.2
YR,T,Y20,AT,1983,54.7
YR,T,Y21,AT,1983,53.8
YR,T,Y22,AT,1983,52.8
YR,T,Y23,AT,1983,51.9
YR,T,Y24,AT,1983,51.0
YR,T,Y25,AT,1983,50.0
YR,T,Y26,AT,1983,49.1
YR,T,Y27,AT,1983,48.1
YR,T,Y28,AT,1983,47.2
YR,T,Y29,AT,1983,46.2
YR,T,Y3,AT,1983,71.2
YR,T,Y30,AT,1983,45.2
YR,T,Y31,AT,1983,44.3
YR,T,Y32,AT,1983,43.3
YR,T,Y33,AT,1983,42.4
YR,T,Y34,AT,1983,41.5
YR,T,Y35,AT,1983,40.5
YR,T,Y36,AT,1983,39.6
YR,T,Y37,AT,1983,38.6
YR,T,Y38,AT,1983,37.7
YR,T,Y39,AT,1983,36.8
YR,T,Y4,AT,1983,70.2
YR,T,Y40,AT,1983,35.9
YR,T,Y41,AT,1983,35.0
YR,T,Y42,AT,1983,34.0
YR,T,Y43,AT,1983,33.1
YR,T,Y44,AT,1983,32.2
YR,T,Y45,AT,1983,31.3
YR,T,Y46,AT,1983,30.4
YR,T,Y47,AT,1983,29.6
YR,T,Y48,AT,1983,28.7
YR,T,Y49,AT,1983,27.8
YR,T,Y5,AT,1983,69.3
YR,T,Y50,AT,1983,27.0
YR,T,Y51,AT,1983,26.1
YR,T,Y52,AT,1983,25.3
YR,T,Y53,AT,1983,24.4
YR,T,Y54,AT,1983,23.6
YR,T,Y55,AT,1983,22.8
YR,T,Y56,AT,1983,22.0
YR,T,Y57,AT,1983,21.2
YR,T,Y58,AT,1983,20.4
YR,T,Y59,AT,1983,19.7
YR,T,Y6,AT,1983,68.3
YR,T,Y60,AT,1983,18.9
YR,T,Y61,AT,1983,18.1
YR,T,Y62,AT,1983,17.4
YR,T,Y63,AT,1983,16.6
YR,T,Y64,AT,1983,15.9
YR,T,Y65,AT,1983,15.2
YR,T,Y66,AT,1983,14.4
YR,T,Y67,AT,1983,13.7
YR,T,Y68,AT,1983,13.0
YR,T,Y69,AT,1983,12.4
YR,T,Y7,AT,1983,67.3
YR,T,Y70,AT,1983,11.7
YR,T,Y71,AT,1983,11.0
YR,T,Y72,AT,1983,10.4
YR,T,Y73,AT,1983,9.9
YR,T,Y74,AT,1983,9.3
YR,T,Y75,AT,1983,8.7
YR,T,Y76,AT,1983,8.2
YR,T,Y77,AT,1983,7.7
YR,T,Y78,AT,1983,7.2
YR,T,Y79,AT,1983,6.8
YR,T,Y8,AT,1983,66.3
YR,T,Y80,AT,1983,6.4
YR,T,Y81,AT,1983,6.0
YR,T,Y82,AT,1983,5.6
YR,T,Y83,AT,1983,5.2
YR,T,Y84,AT,1983,4.9
YR,T,Y9,AT,1983,65.3
YR,T,Y_GE85,AT,1983,4.6
YR,T,Y_LT1,AT,1983,73.3
YR,F,Y1,AT,1982,76.5
YR,F,Y10,AT,1982,67.7
YR,F,Y11,AT,1982,66.7
YR,F,Y12,AT,1982,65.7
YR,F,Y13,AT,1982,64.7
YR,F,Y14,AT,1982,63.8
YR,F,Y15,AT,1982,62.8
YR,F,Y16,AT,1982,61.8
YR,F,Y17,AT,1982,60.8
YR,F,Y18,AT,1982,59.9
YR,F,Y19,AT,1982,58.9
YR,F,Y2,AT,1982,75.5
YR,F,Y20,AT,1982,57.9
YR,F,Y21,AT,1982,56.9
YR,F,Y22,AT,1982,56.0
YR,F,Y23,AT,1982,55.0
YR,F,Y24,AT,1982,54.0
YR,F,Y25,AT,1982,53.0
YR,F,Y26,AT,1982,52.1
YR,F,Y27,AT,1982,51.1
YR,F,Y28,AT,1982,50.1
YR,F,Y29,AT,1982,49.2
YR,F,Y3,AT,1982,74.6
YR,F,Y30,AT,1982,48.2
YR,F,Y31,AT,1982,47.2
YR,F,Y32,AT,1982,46.2
YR,F,Y33,AT,1982,45.3
YR,F,Y34,AT,1982,44.3
YR,F,Y35,AT,1982,43.4
YR,F,Y36,AT,1982,42.4
YR,F,Y37,AT,1982,41.5
YR,F,Y38,AT,1982,40.5
YR,F,Y39,AT,1982,39.6
YR,F,Y4,AT,1982,73.6
YR,F,Y40,AT,1982,38.6
YR,F,Y41,AT,1982,37.7
YR,F,Y42,AT,1982,36.7
YR,F,Y43,AT,1982,35.8
YR,F,Y44,AT,1982,34.9
YR,F,Y45,AT,1982,33.9
YR,F,Y46,AT,1982,33.0
YR,F,Y47,AT,1982,32.1
YR,F,Y48,AT,1982,31.2
YR,F,Y49,AT,1982,30.3
YR,F,Y5,AT,1982,72.6
YR,F,Y50,AT,1982,29.4
YR,F,Y51,AT,1982,28.5
YR,F,Y52,AT,1982,27.6
YR,F,Y53,AT,1982,26.7
YR,F,Y54,AT,1982,25.8
YR,F,Y55,AT,1982,25.0
YR,F,Y56,AT,1982,24.1
YR,F,Y57,AT,1982,23.2
YR,F,Y58,AT,1982,22.4
YR,F,Y59,AT,1982,21.5
YR,F,Y6,AT,1982,71.6
YR,F,Y60,AT,1982,20.7
YR,F,Y61,AT,1982,19.8
YR,F,Y62,AT,1982,19.0
YR,F,Y63,AT,1982,18.2
YR,F,Y64,AT,1982,17.4
YR,F,Y65,AT,1982,16.6
YR,F,Y66,AT,1982,15.9
YR,F,Y67,AT,1982,15.1
YR,F,Y68,AT,1982,14.3
YR,F,Y69,AT,1982,13.6
YR,F,Y7,AT,1982,70.6
YR,F,Y70,AT,1982,12.9
YR,F,Y71,AT,1982,12.2
YR,F,Y72,AT,1982,11.5
YR,F,Y73,AT,1982,10.8
YR,F,Y74,AT,1982,10.2
YR,F,Y75,AT,1982,9.5
YR,F,Y76,AT,1982,8.9
YR,F,Y77,AT,1982,8.4
YR,F,Y78,AT,1982,7.9
YR,F,Y79,AT,1982,7.3
YR,F,Y8,AT,1982,69.7
YR,F,Y80,AT,1982,6.9
YR,F,Y81,AT,1982,6.4
YR,F,Y82,AT,1982,6.0
YR,F,Y83,AT,1982,5.6
YR,F,Y84,AT,1982,5.3
YR,F,Y9,AT,1982,68.7
YR,F,Y_GE85,AT,1982,5.0
YR,F,Y_LT1,AT,1982,76.7
YR,M,Y1,AT,1982,69.5
YR,M,Y10,AT,1982,60.7
YR,M,Y11,AT,1982,59.8
YR,M,Y12,AT,1982,58.8
YR,M,Y13,AT,1982,57.8
YR,M,Y14,AT,1982,56.8
YR,M,Y15,AT,1982,55.8
YR,M,Y16,AT,1982,54.9
YR,M,Y17,AT,1982,53.9
YR,M,Y18,AT,1982,53.0
YR,M,Y19,AT,1982,52.1
YR,M,Y2,AT,1982,68.5
YR,M,Y20,AT,1982,51.2
YR,M,Y21,AT,1982,50.3
YR,M,Y22,AT,1982,49.4
YR,M,Y23,AT,1982,48.5
YR,M,Y24,AT,1982,47.6
YR,M,Y25,AT,1982,46.7
YR,M,Y26,AT,1982,45.7
YR,M,Y27,AT,1982,44.8
YR,M,Y28,AT,1982,43.9
YR,M,Y29,AT,1982,43.0
YR,M,Y3,AT,1982,67.6
YR,M,Y30,AT,1982,42.0
YR,M,Y31,AT,1982,41.1
YR,M,Y32,AT,1982,40.2
YR,M,Y33,AT,1982,39.3
YR,M,Y34,AT,1982,38.3
YR,M,Y35,AT,1982,37.4
YR,M,Y36,AT,1982,36.5
YR,M,Y37,AT,1982,35.6
YR,M,Y38,AT,1982,34.6
YR,M,Y39,AT,1982,33.7
YR,M,Y4,AT,1982,66.6
YR,M,Y40,AT,1982,32.8
YR,M,Y41,AT,1982,31.9
YR,M,Y42,AT,1982,31.0
YR,M,Y43,AT,1982,30.1
YR,M,Y44,AT,1982,29.3
YR,M,Y45,AT,1982,28.4
YR,M,Y46,AT,1982,27.5
YR,M,Y47,AT,1982,26.7
YR,M,Y48,AT,1982,25.8
YR,M,Y49,AT,1982,25.0
YR,M,Y5,AT,1982,65.6
YR,M,Y50,AT,1982,24.2
YR,M,Y51,AT,1982,23.4
YR,M,Y52,AT,1982,22.6
YR,M,Y53,AT,1982,21.8
YR,M,Y54,AT,1982,21.0
YR,M,Y55,AT,1982,20.2
YR,M,Y56,AT,1982,19.5
YR,M,Y57,AT,1982,18.7
YR,M,Y58,AT,1982,18.0
YR,M,Y59,AT,1982,17.3
YR,M,Y6,AT,1982,64.7
YR,M,Y60,AT,1982,16.6
YR,M,Y61,AT,1982,15.9
YR,M,Y62,AT,1982,15.2
YR,M,Y63,AT,1982,14.5
YR,M,Y64,AT,1982,13.9
YR,M,Y65,AT,1982,13.2
YR,M,Y66,AT,1982,12.5
YR,M,Y67,AT,1982,11.9
YR,M,Y68,AT,1982,11.3
YR,M,Y69,AT,1982,10.7
YR,M,Y7,AT,1982,63.7
YR,M,Y70,AT,1982,10.1
YR,M,Y71,AT,1982,9.6
YR,M,Y72,AT,1982,9.0
YR,M,Y73,AT,1982,8.5
YR,M,Y74,AT,1982,8.0
YR,M,Y75,AT,1982,7.6
YR,M,Y76,AT,1982,7.2
YR,M,Y77,AT,1982,6.8
YR,M,Y78,AT,1982,6.4
YR,M,Y79,AT,1982,6.0
YR,M,Y8,AT,1982,62.7
YR,M,Y80,AT,1982,5.6
YR,M,Y81,AT,1982,5.3
YR,M,Y82,AT,1982,5.0
YR,M,Y83,AT,1982,4.8
YR,M,Y84,AT,1982,4.5
YR,M,Y9,AT,1982,61.7
YR,M,Y_GE85,AT,1982,4.3
YR,M,Y_LT1,AT,1982,69.4
YR,T,Y1,AT,1982,73.2
YR,T,Y10,AT,1982,64.4
YR,T,Y11,AT,1982,63.4
YR,T,Y12,AT,1982,62.4
YR,T,Y13,AT,1982,61.5
YR,T,Y14,AT,1982,60.5
YR,T,Y15,AT,1982,59.5
YR,T,Y16,AT,1982,58.5
YR,T,Y17,AT,1982,57.6
YR,T,Y18,AT,1982,56.6
YR,T,Y19,AT,1982,55.7
YR,T,Y2,AT,1982,72.2
YR,T,Y20,AT,1982,54.8
YR,T,Y21,AT,1982,53.8
YR,T,Y22,AT,1982,52.9
YR,T,Y23,AT,1982,51.9
YR,T,Y24,AT,1982,51.0
YR,T,Y25,AT,1982,50.1
YR,T,Y26,AT,1982,49.1
YR,T,Y27,AT,1982,48.2
YR,T,Y28,AT,1982,47.2
YR,T,Y29,AT,1982,46.3
YR,T,Y3,AT,1982,71.3
YR,T,Y30,AT,1982,45.3
YR,T,Y31,AT,1982,44.4
YR,T,Y32,AT,1982,43.4
YR,T,Y33,AT,1982,42.5
YR,T,Y34,AT,1982,41.6
YR,T,Y35,AT,1982,40.6
YR,T,Y36,AT,1982,39.7
YR,T,Y37,AT,1982,38.8
YR,T,Y38,AT,1982,37.8
YR,T,Y39,AT,1982,36.9
YR,T,Y4,AT,1982,70.3
YR,T,Y40,AT,1982,36.0
YR,T,Y41,AT,1982,35.1
YR,T,Y42,AT,1982,34.1
YR,T,Y43,AT,1982,33.2
YR,T,Y44,AT,1982,32.3
YR,T,Y45,AT,1982,31.4
YR,T,Y46,AT,1982,30.6
YR,T,Y47,AT,1982,29.7
YR,T,Y48,AT,1982,28.8
YR,T,Y49,AT,1982,27.9
YR,T,Y5,AT,1982,69.3
YR,T,Y50,AT,1982,27.1
YR,T,Y51,AT,1982,26.2
YR,T,Y52,AT,1982,25.4
YR,T,Y53,AT,1982,24.6
YR,T,Y54,AT,1982,23.7
YR,T,Y55,AT,1982,22.9
YR,T,Y56,AT,1982,22.1
YR,T,Y57,AT,1982,21.3
YR,T,Y58,AT,1982,20.5
YR,T,Y59,AT,1982,19.7
YR,T,Y6,AT,1982,68.3
YR,T,Y60,AT,1982,19.0
YR,T,Y61,AT,1982,18.2
YR,T,Y62,AT,1982,17.4
YR,T,Y63,AT,1982,16.7
YR,T,Y64,AT,1982,16.0
YR,T,Y65,AT,1982,15.2
YR,T,Y66,AT,1982,14.5
YR,T,Y67,AT,1982,13.8
YR,T,Y68,AT,1982,13.1
YR,T,Y69,AT,1982,12.4
YR,T,Y7,AT,1982,67.4
YR,T,Y70,AT,1982,11.8
YR,T,Y71,AT,1982,11.2
YR,T,Y72,AT,1982,10.5
YR,T,Y73,AT,1982,9.9
YR,T,Y74,AT,1982,9.4
YR,T,Y75,AT,1982,8.8
YR,T,Y76,AT,1982,8.3
YR,T,Y77,AT,1982,7.8
YR,T,Y78,AT,1982,7.4
YR,T,Y79,AT,1982,6.9
YR,T,Y8,AT,1982,66.4
YR,T,Y80,AT,1982,6.5
YR,T,Y81,AT,1982,6.1
YR,T,Y82,AT,1982,5.7
YR,T,Y83,AT,1982,5.4
YR,T,Y84,AT,1982,5.1
YR,T,Y9,AT,1982,65.4
YR,T,Y_GE85,AT,1982,4.8
YR,T,Y_LT1,AT,1982,73.2
YR,F,Y1,AT,1981,76.3
YR,F,Y10,AT,1981,67.5
YR,F,Y11,AT,1981,66.5
YR,F,Y12,AT,1981,65.5
YR,F,Y13,AT,1981,64.5
YR,F,Y14,AT,1981,63.5
YR,F,Y15,AT,1981,62.6
YR,F,Y16,AT,1981,61.6
YR,F,Y17,AT,1981,60.6
YR,F,Y18,AT,1981,59.6
YR,F,Y19,AT,1981,58.7
YR,F,Y2,AT,1981,75.3
YR,F,Y20,AT,1981,57.7
YR,F,Y21,AT,1981,56.7
YR,F,Y22,AT,1981,55.8
YR,F,Y23,AT,1981,54.8
YR,F,Y24,AT,1981,53.8
YR,F,Y25,AT,1981,52.9
YR,F,Y26,AT,1981,51.9
YR,F,Y27,AT,1981,50.9
YR,F,Y28,AT,1981,49.9
YR,F,Y29,AT,1981,49.0
YR,F,Y3,AT,1981,74.4
YR,F,Y30,AT,1981,48.0
YR,F,Y31,AT,1981,47.0
YR,F,Y32,AT,1981,46.0
YR,F,Y33,AT,1981,45.1
YR,F,Y34,AT,1981,44.1
YR,F,Y35,AT,1981,43.2
YR,F,Y36,AT,1981,42.2
YR,F,Y37,AT,1981,41.3
YR,F,Y38,AT,1981,40.3
YR,F,Y39,AT,1981,39.4
YR,F,Y4,AT,1981,73.4
YR,F,Y40,AT,1981,38.4
YR,F,Y41,AT,1981,37.5
YR,F,Y42,AT,1981,36.5
YR,F,Y43,AT,1981,35.6
YR,F,Y44,AT,1981,34.7
YR,F,Y45,AT,1981,33.7
YR,F,Y46,AT,1981,32.8
YR,F,Y47,AT,1981,31.9
YR,F,Y48,AT,1981,31.0
YR,F,Y49,AT,1981,30.1
YR,F,Y5,AT,1981,72.4
YR,F,Y50,AT,1981,29.2
YR,F,Y51,AT,1981,28.3
YR,F,Y52,AT,1981,27.4
YR,F,Y53,AT,1981,26.5
YR,F,Y54,AT,1981,25.6
YR,F,Y55,AT,1981,24.7
YR,F,Y56,AT,1981,23.9
YR,F,Y57,AT,1981,23.0
YR,F,Y58,AT,1981,22.1
YR,F,Y59,AT,1981,21.3
YR,F,Y6,AT,1981,71.4
YR,F,Y60,AT,1981,20.4
YR,F,Y61,AT,1981,19.6
YR,F,Y62,AT,1981,18.8
YR,F,Y63,AT,1981,18.0
YR,F,Y64,AT,1981,17.2
YR,F,Y65,AT,1981,16.4
YR,F,Y66,AT,1981,15.6
YR,F,Y67,AT,1981,14.8
YR,F,Y68,AT,1981,14.1
YR,F,Y69,AT,1981,13.4
YR,F,Y7,AT,1981,70.5
YR,F,Y70,AT,1981,12.7
YR,F,Y71,AT,1981,11.9
YR,F,Y72,AT,1981,11.3
YR,F,Y73,AT,1981,10.6
YR,F,Y74,AT,1981,10.0
YR,F,Y75,AT,1981,9.4
YR,F,Y76,AT,1981,8.8
YR,F,Y77,AT,1981,8.2
YR,F,Y78,AT,1981,7.7
YR,F,Y79,AT,1981,7.2
YR,F,Y8,AT,1981,69.5
YR,F,Y80,AT,1981,6.7
YR,F,Y81,AT,1981,6.3
YR,F,Y82,AT,1981,5.9
YR,F,Y83,AT,1981,5.5
YR,F,Y84,AT,1981,5.1
YR,F,Y9,AT,1981,68.5
YR,F,Y_GE85,AT,1981,4.8
YR,F,Y_LT1,AT,1981,76.5
YR,M,Y1,AT,1981,69.3
YR,M,Y10,AT,1981,60.6
YR,M,Y11,AT,1981,59.6
YR,M,Y12,AT,1981,58.6
YR,M,Y13,AT,1981,57.7
YR,M,Y14,AT,1981,56.7
YR,M,Y15,AT,1981,55.7
YR,M,Y16,AT,1981,54.7
YR,M,Y17,AT,1981,53.8
YR,M,Y18,AT,1981,52.9
YR,M,Y19,AT,1981,52.0
YR,M,Y2,AT,1981,68.4
YR,M,Y20,AT,1981,51.1
YR,M,Y21,AT,1981,50.2
YR,M,Y22,AT,1981,49.3
YR,M,Y23,AT,1981,48.4
YR,M,Y24,AT,1981,47.4
YR,M,Y25,AT,1981,46.5
YR,M,Y26,AT,1981,45.6
YR,M,Y27,AT,1981,44.6
YR,M,Y28,AT,1981,43.7
YR,M,Y29,AT,1981,42.8
YR,M,Y3,AT,1981,67.4
YR,M,Y30,AT,1981,41.8
YR,M,Y31,AT,1981,40.9
YR,M,Y32,AT,1981,40.0
YR,M,Y33,AT,1981,39.0
YR,M,Y34,AT,1981,38.1
YR,M,Y35,AT,1981,37.2
YR,M,Y36,AT,1981,36.2
YR,M,Y37,AT,1981,35.3
YR,M,Y38,AT,1981,34.4
YR,M,Y39,AT,1981,33.5
YR,M,Y4,AT,1981,66.5
YR,M,Y40,AT,1981,32.6
YR,M,Y41,AT,1981,31.7
YR,M,Y42,AT,1981,30.8
YR,M,Y43,AT,1981,29.9
YR,M,Y44,AT,1981,29.0
YR,M,Y45,AT,1981,28.2
YR,M,Y46,AT,1981,27.3
YR,M,Y47,AT,1981,26.4
YR,M,Y48,AT,1981,25.6
YR,M,Y49,AT,1981,24.8
YR,M,Y5,AT,1981,65.5
YR,M,Y50,AT,1981,24.0
YR,M,Y51,AT,1981,23.1
YR,M,Y52,AT,1981,22.3
YR,M,Y53,AT,1981,21.6
YR,M,Y54,AT,1981,20.8
YR,M,Y55,AT,1981,20.0
YR,M,Y56,AT,1981,19.3
YR,M,Y57,AT,1981,18.5
YR,M,Y58,AT,1981,17.8
YR,M,Y59,AT,1981,17.1
YR,M,Y6,AT,1981,64.5
YR,M,Y60,AT,1981,16.4
YR,M,Y61,AT,1981,15.7
YR,M,Y62,AT,1981,15.0
YR,M,Y63,AT,1981,14.3
YR,M,Y64,AT,1981,13.6
YR,M,Y65,AT,1981,13.0
YR,M,Y66,AT,1981,12.3
YR,M,Y67,AT,1981,11.7
YR,M,Y68,AT,1981,11.1
